Genus_species,Class,Familly,Genus,Species,Fishbase_url,English_name,French_name,Size,Size_ref,Mobility,Mobility_ref,Activity,Activity_ref,Schooling,Schooling_ref,Position,Position_ref,Diet,Diet_ref
Chaetodon_interruptus,Actinopterygii,Chaetodontidae,Chaetodon,interruptus,https://www.fishbase.us/summary/Chaetodon-interruptus.html,Yellow teardrop butterflyfish,Poisson-papillon larme,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,omnivorous,https://doi.org/10.1098/rspb.2021.1712
Chaetodon_kleinii,Actinopterygii,Chaetodontidae,Chaetodon,kleinii,https://www.fishbase.us/summary/Chaetodon-kleinii.html,Klein's butterflyfish,Poisson-papillon de Klein,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,pairing,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Chaetodon_lineolatus,Actinopterygii,Chaetodontidae,Chaetodon,lineolatus,https://www.fishbase.us/summary/Chaetodon-lineolatus.html,Lined butterflyfish,,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,pairing,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-sessile-invertebrates,https://doi.org/10.1098/rspb.2021.1712
Chaetodon_lunula,Actinopterygii,Chaetodontidae,Chaetodon,lunula,https://www.fishbase.us/summary/Chaetodon-lunula.html,Raccoon butterflyfish,Chaetodon raton laveur,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,both_diurnal_and_nocturnal,https://doi.org/10.1098/rspb.2021.1712,pairing,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-sessile-invertebrates,https://doi.org/10.1098/rspb.2021.1712
Chaetodon_madagaskariensis,Actinopterygii,Chaetodontidae,Chaetodon,madagaskariensis,https://www.fishbase.us/summary/Chaetodon-madagaskariensis.html,Madagascar butterflyfish,Poisson-papillon de Madagascar,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,pairing,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Chaetodon_melannotus,Actinopterygii,Chaetodontidae,Chaetodon,melannotus,https://www.fishbase.us/summary/Chaetodon-melannotus.html,Blackback butterflyfish,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,pairing,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-sessile-invertebrates,https://doi.org/10.1098/rspb.2021.1712
Chaetodon_melapterus,Actinopterygii,Chaetodontidae,Chaetodon,melapterus,https://www.fishbase.se/summary/Chaetodon-melapterus.html,Arabian butterflyfish,Papillon d'arabie,7.1-15cm,Fishbase,sedentary,as other sp in genus,diurnal,as other sp in genus,pairing,Fishbase,benthic,Fishbase,invertivorous-targeting-sessile-invertebrates,Fishbase
Chaetodon_meyeri,Actinopterygii,Chaetodontidae,Chaetodon,meyeri,https://www.fishbase.us/summary/Chaetodon-meyeri.html,Meyer's butterflyfish,Poisson-papillon persan,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,pairing,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-sessile-invertebrates,https://doi.org/10.1098/rspb.2021.1712
Chaetodon_mitratus,Actinopterygii,Chaetodontidae,Chaetodon,mitratus,https://www.fishbase.us/summary/Chaetodon-mitratus.html,Indian butterflyfish,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,pairing,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Chaetodon_trifascialis,Actinopterygii,Chaetodontidae,Chaetodon,trifascialis,https://www.fishbase.us/summary/Chaetodon-trifascialis.html,Chevroned butterflyfish,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,pairing,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-sessile-invertebrates,https://doi.org/10.1098/rspb.2021.1712
Chaetodon_trifasciatus,Actinopterygii,Chaetodontidae,Chaetodon,trifasciatus,https://www.fishbase.us/summary/Chaetodon-trifasciatus.html,Redfin butterflyfish,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,pairing,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-sessile-invertebrates,https://doi.org/10.1098/rspb.2021.1712
Chaetodon_vagabundus,Actinopterygii,Chaetodontidae,Chaetodon,vagabundus,https://www.fishbase.us/summary/Chaetodon-vagabundus.html,Vagabond butterflyfish,Poisson-papillon vagabond,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,pairing,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Chaetodon_xanthocephalus,Actinopterygii,Chaetodontidae,Chaetodon,xanthocephalus,https://www.fishbase.us/summary/Chaetodon-xanthocephalus.html,Yellowhead butterflyfish,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,pairing,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,omnivorous,https://doi.org/10.1098/rspb.2021.1712
Chaetodon_zanzibarensis,Actinopterygii,Chaetodontidae,Chaetodon,zanzibarensis,https://www.fishbase.us/summary/Chaetodon-zanzibarensis.html,Zanzibar butterflyfish,Papillon de Zanzibar,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,pairing,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-sessile-invertebrates,https://doi.org/10.1098/rspb.2021.1712
Chanos_chanos,Actinopterygii,Chanidae,Chanos,chanos,https://www.fishbase.us/summary/Chanos-chanos.html,Milkfish,Lubine,,NA,,NA,,NA,,NA,,NA,,NA
Cheilinus_chlorourus,Actinopterygii,Labridae,Cheilinus,chlorourus,https://www.fishbase.us/summary/Cheilinus-chlorourus.html,Floral wrasse,,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Cheilinus_fasciatus,Actinopterygii,Labridae,Cheilinus,fasciatus,https://www.fishbase.us/summary/Cheilinus-fasciatus.html,Red-breasted wrasse,Galame rouge,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Cheilinus_oxycephalus,Actinopterygii,Labridae,Cheilinus,oxycephalus,https://www.fishbase.us/summary/Cheilinus-oxycephalus.html,Snooty wrasse,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Cheilinus_trilobatus,Actinopterygii,Labridae,Cheilinus,trilobatus,https://www.fishbase.us/summary/Cheilinus-trilobatus.html,Tripletail wrasse,Vieille triple queue,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Cheilinus_undulatus,Actinopterygii,Labridae,Cheilinus,undulatus,https://www.fishbase.us/summary/Cheilinus-undulatus.html,Humphead wrasse,,>80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Cheilio_inermis,Actinopterygii,Labridae,Cheilio,inermis,https://www.fishbase.us/summary/Cheilio-inermis.html,Cigar wrasse,Longue girelle,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Cheilodipterus_arabicus,Actinopterygii,Apogonidae,Cheilodipterus,arabicus,https://www.fishbase.se/summary/Cheilodipterus-arabicus.html,Dogtooth cardinal,Cardinal tigre,,NA,,NA,,NA,,NA,,NA,,NA
Cheilodipterus_artus,Actinopterygii,Apogonidae,Cheilodipterus,artus,https://www.fishbase.us/summary/Cheilodipterus-artus.html,Lined cardinalfish,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Cheilodipterus_macrodon,Actinopterygii,Apogonidae,Cheilodipterus,macrodon,https://www.fishbase.us/summary/Cheilodipterus-macrodon.html,Eight-lined cardinalfish,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Cheilodipterus_quinquelineatus,Actinopterygii,Apogonidae,Cheilodipterus,quinquelineatus,https://www.fishbase.us/summary/Cheilodipterus-quinquelineatus.html,Five-lined cardinalfish,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Cheilopogon_nigricans,Actinopterygii,Exocoetidae,Cheilopogon,nigricans,https://www.fishbase.us/summary/Cheilopogon-nigricans.html,Blacksail flyingfish,Exocet africain,,NA,,NA,,NA,,NA,,NA,,NA
Chelon_tricuspidens,Actinopterygii,Mugilidae,Chelon,tricuspidens,https://www.fishbase.us/summary/Chelon-tricuspidens.html,Striped mullet,,,NA,,NA,,NA,,NA,,NA,,NA
Chilomycterus_reticulatus,Actinopterygii,Diodontidae,Chilomycterus,reticulatus,https://www.fishbase.us/summary/Chilomycterus-reticulatus.html,Spotfin burrfish,Diodon,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,both_diurnal_and_nocturnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Chirocentrus_dorab,Actinopterygii,Chirocentridae,Chirocentrus,dorab,https://www.fishbase.us/summary/Chirocentrus-dorab.html,Dorab wolf-herring,Sabre,>80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,both_diurnal_and_nocturnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,pelagic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Chirocentrus_nudus,Actinopterygii,Chirocentridae,Chirocentrus,nudus,https://www.fishbase.us/summary/Chirocentrus-nudus.html,Tenpounder,Chirocentre sabre,,NA,,NA,,NA,,NA,,NA,,NA
Chlorurus_atrilunula,Actinopterygii,Scaridae,Chlorurus,atrilunula,https://www.fishbase.se/summary/Chlorurus-atrilunula.html,Bluemoon parrotfish,Perroquet lune bleue,15.1-30cm,to.verify.probably.fishbase,mobile_within_a_reef,to.verify.probably.fishbase,diurnal,to.verify.probably.fishbase,pairing,to.verify.probably.fishbase,benthic,to.verify.probably.fishbase,macroalgal-herbivorous,to.verify.probably.fishbase
Chlorurus_cyanescens,Actinopterygii,Scaridae,Chlorurus,cyanescens,https://www.fishbase.us/summary/Chlorurus-cyanescens.html,Blue humphead parrotfish,Perroquet bossu bleu,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,herbivorous-detritivorous,https://doi.org/10.1098/rspb.2021.1712
Chlorurus_gibbus,Actinopterygii,Scaridae,Chlorurus,gibbus,https://www.fishbase.us/summary/Chlorurus-gibbus.html,Heavybeak parrotfish,,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,omnivorous,https://doi.org/10.1098/rspb.2021.1712
Chlorurus_sordidus,Actinopterygii,Scaridae,Chlorurus,sordidus,https://www.fishbase.us/summary/Chlorurus-sordidus.html,Bullethead parrotfish,Kakatoi vert,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,omnivorous,https://doi.org/10.1098/rspb.2021.1712
Chlorurus_strongylocephalus,Actinopterygii,Scaridae,Chlorurus,strongylocephalus,https://www.fishbase.us/summary/Chlorurus-strongylocephalus.html,Indian Ocean steephead parrotfish,Poisson-perroquet bleu,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,omnivorous,https://doi.org/10.1098/rspb.2021.1712
Choerodon_robustus,Actinopterygii,Labridae,Choerodon,robustus,https://www.fishbase.us/summary/Choerodon-robustus.html,Robust tuskfish,Maldague robuste,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Choeroichthys_sculptus,Actinopterygii,Syngnathidae,Choeroichthys,sculptus,https://www.fishbase.us/summary/Choeroichthys-sculptus.html,Sculptured pipefish,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Chromis_agilis,Actinopterygii,Pomacentridae,Chromis,agilis,https://www.fishbase.us/summary/Chromis-agilis.html,NA,Chromis bronze,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Chromis_atripectoralis,Actinopterygii,Pomacentridae,Chromis,atripectoralis,https://www.fishbase.us/summary/Chromis-atripectoralis.html,Black-axil chromis,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,>50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Chromis_chrysura,Actinopterygii,Pomacentridae,Chromis,chrysura,https://www.fishbase.us/summary/Chromis-chrysura.html,Stout-body chromis,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Chromis_fieldi,Actinopterygii,Pomacentridae,Chromis,fieldi,https://www.fishbase.us/summary/Chromis-fieldi.html,NA,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Chromis_lepidolepis,Actinopterygii,Pomacentridae,Chromis,lepidolepis,https://www.fishbase.us/summary/Chromis-lepidolepis.html,Scaly chromis,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Chromis_leucura,Actinopterygii,Pomacentridae,Chromis,leucura,https://www.fishbase.se/summary/Chromis-leucura.html,Dark damsel,,7.1-15cm,Fishbase,sedentary,Fishbase,diurnal,Fishbase,20_50_individuals,guess from fishbase,bentho-pelagic,Fishbase,planktivorous,Fishbase
Chromis_nigroanalis,Actinopterygii,Pomacentridae,Chromis,nigroanalis,https://www.fishbase.us/summary/Chromis-nigroanalis.html,Kenyan chromis,Chromis du Kenya,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Chromis_nigrura,Actinopterygii,Pomacentridae,Chromis,nigrura,https://www.fishbase.us/summary/Chromis-nigrura.html,Blacktail chromis,,0-7cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Chromis_opercularis,Actinopterygii,Pomacentridae,Chromis,opercularis,https://www.fishbase.us/summary/Chromis-opercularis.html,Doublebar chromis,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Chromis_pembae,Actinopterygii,Pomacentridae,Chromis,pembae,https://www.fishbase.se/summary/Chromis-pembae.html,Pemba chromis,Chromis pembae,7.1-15cm,to.verify.probably.fishbase,sedentary,to.verify.probably.fishbase,diurnal,to.verify.probably.fishbase,3_20_individuals,to.verify.probably.fishbase,bentho-pelagic,to.verify.probably.fishbase,planktivorous,to.verify.probably.fishbase
Chromis_sp.,Actinopterygii,Pomacentridae,Chromis,sp.,NA,NA,,,NA,,NA,,NA,,NA,,NA,,NA
Chromis_ternatensis,Actinopterygii,Pomacentridae,Chromis,ternatensis,https://www.fishbase.us/summary/Chromis-ternatensis.html,Ternate chromis,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Chromis_viridis,Actinopterygii,Pomacentridae,Chromis,viridis,https://www.fishbase.us/summary/Chromis-viridis.html,Blue-green chromis,Demoiselle bleue,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,>50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Chromis_weberi,Actinopterygii,Pomacentridae,Chromis,weberi,https://www.fishbase.us/summary/Chromis-weberi.html,Weber's chromis,Chromis  de Weber,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Chrysiptera_annulata,Actinopterygii,Pomacentridae,Chrysiptera,annulata,https://www.fishbase.us/summary/Chrysiptera-annulata.html,Footballer demoiselle,Demoiselle footballer,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,omnivorous,https://doi.org/10.1098/rspb.2021.1712
Chrysiptera_biocellata,Actinopterygii,Pomacentridae,Chrysiptera,biocellata,https://www.fishbase.us/summary/Chrysiptera-biocellata.html,Two-spot demoiselle,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,omnivorous,https://doi.org/10.1098/rspb.2021.1712
Chrysiptera_brownriggii,Actinopterygii,Pomacentridae,Chrysiptera,brownriggii,https://www.fishbase.us/summary/Chrysiptera-brownriggii.html,Surge demoiselle,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,omnivorous,https://doi.org/10.1098/rspb.2021.1712
Chrysiptera_glauca,Actinopterygii,Pomacentridae,Chrysiptera,glauca,https://www.fishbase.us/summary/Chrysiptera-glauca.html,Grey demoiselle,Demoiselle grise,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,omnivorous,https://doi.org/10.1098/rspb.2021.1712
Chrysiptera_unimaculata,Actinopterygii,Pomacentridae,Chrysiptera,unimaculata,https://www.fishbase.us/summary/Chrysiptera-unimaculata.html,One-spot demoiselle,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,omnivorous,https://doi.org/10.1098/rspb.2021.1712
Chrysoblephus_anglicus,Actinopterygii,Sparidae,Chrysoblephus,anglicus,https://www.fishbase.us/summary/Chrysoblephus-anglicus.html,Englishman,Spare du Natal,>80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Cirrhilabrus_exquisitus,Actinopterygii,Labridae,Cirrhilabrus,exquisitus,https://www.fishbase.us/summary/Cirrhilabrus-exquisitus.html,Exquisite wrasse,Labre exquis,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
