Genus_species,Class,Familly,Genus,Species,Fishbase_url,English_name,French_name,Size,Size_ref,Mobility,Mobility_ref,Activity,Activity_ref,Schooling,Schooling_ref,Position,Position_ref,Diet,Diet_ref
Leiognathus_equula,Actinopterygii,Leiognathidae,Leiognathus,equula,NA,NA,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,both_diurnal_and_nocturnal,https://doi.org/10.1098/rspb.2021.1712,>50_individuals,https://doi.org/10.1098/rspb.2021.1712,pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Lepidozygus_tapeinosoma,Actinopterygii,Pomacentridae,Lepidozygus,tapeinosoma,https://www.fishbase.us/summary/Lepidozygus-tapeinosoma.html,Fusilier damsel,Demoiselle fusilier,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,>50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Leptoscarus_vaigiensis,Actinopterygii,Scaridae,Leptoscarus,vaigiensis,https://www.fishbase.us/summary/Leptoscarus-vaigiensis.html,Marbled parrotfish,Perroquet des herbiers,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,herbivorous-detritivorous,https://doi.org/10.1098/rspb.2021.1712
Lethrinus_atkinsoni,Actinopterygii,Lethrinidae,Lethrinus,atkinsoni,https://www.fishbase.se/summary/Lethrinus-atkinsoni.html,Pacific yellowtail emperor,bec de cane du pacifique,,NA,,NA,,NA,,NA,,NA,,NA
Lethrinus_conchyliatus,Actinopterygii,Lethrinidae,Lethrinus,conchyliatus,https://www.fishbase.us/summary/Lethrinus-conchyliatus.html,Redaxil emperor,Empereur gueule de vin,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Lethrinus_erythracanthus,Actinopterygii,Lethrinidae,Lethrinus,erythracanthus,https://www.fishbase.us/summary/Lethrinus-erythracanthus.html,Yellow-spotted emperor,Bec-de-cane lippu,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Lethrinus_harak,Actinopterygii,Lethrinidae,Lethrinus,harak,https://www.fishbase.us/summary/Lethrinus-harak.html,Blackspot emperor,Empereur Saint Pierre,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Lethrinus_lentjan,Actinopterygii,Lethrinidae,Lethrinus,lentjan,https://www.fishbase.us/summary/Lethrinus-lentjan.html,Redspot emperor,Bossu d'herbe,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Lethrinus_mahsena,Actinopterygii,Lethrinidae,Lethrinus,mahsena,https://www.fishbase.us/summary/Lethrinus-mahsena.html,Sky emperor,Empereur mahsena,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Lethrinus_microdon,Actinopterygii,Lethrinidae,Lethrinus,microdon,https://www.fishbase.us/summary/Lethrinus-microdon.html,Smalltooth emperor,Empereur tidents,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Lethrinus_nebulosus,Actinopterygii,Lethrinidae,Lethrinus,nebulosus,https://www.fishbase.us/summary/Lethrinus-nebulosus.html,Spangled emperor,Empereur moris,>80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Lethrinus_obsoletus,Actinopterygii,Lethrinidae,Lethrinus,obsoletus,https://www.fishbase.us/summary/Lethrinus-obsoletus.html,Orange-striped emperor,Bossu d'herbe,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Lethrinus_olivaceus,Actinopterygii,Lethrinidae,Lethrinus,olivaceus,https://www.fishbase.us/summary/Lethrinus-olivaceus.html,Long-nosed emperor,,>80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,both_diurnal_and_nocturnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Lethrinus_rubrioperculatus,Actinopterygii,Lethrinidae,Lethrinus,rubrioperculatus,https://www.fishbase.us/summary/Lethrinus-rubrioperculatus.html,Spotcheek emperor,,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,both_diurnal_and_nocturnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Lethrinus_variegatus,Actinopterygii,Lethrinidae,Lethrinus,variegatus,https://www.fishbase.us/summary/Lethrinus-variegatus.html,Variegated emperor,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,both_diurnal_and_nocturnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Lethrinus_xanthochilus,Actinopterygii,Lethrinidae,Lethrinus,xanthochilus,https://www.fishbase.us/summary/Lethrinus-xanthochilus.html,Yellowlip emperor,,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,both_diurnal_and_nocturnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Lichia_amia,Actinopterygii,Carangidae,Lichia,amia,https://www.fishbase.us/summary/Lichia-amia.html,Leerfish,,,NA,,NA,,NA,,NA,,NA,,NA
Lobotes_surinamensis,Actinopterygii,Lobotidae,Lobotes,surinamensis,https://www.fishbase.us/summary/Lobotes-surinamensis.html,Tripletail,Chobie,>80cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Lotilia_graciliosa,Actinopterygii,Gobiidae,Lotilia,graciliosa,https://www.fishbase.us/summary/Lotilia-graciliosa.html,Graceful prawn goby,gobie graciliosa,0-7cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,omnivorous,https://doi.org/10.1098/rspb.2021.1712
Lutjanus_argentimaculatus,Actinopterygii,Lutjanidae,Lutjanus,argentimaculatus,https://www.fishbase.us/summary/Lutjanus-argentimaculatus.html,Mangrove jack,Vivaneau des mangroves,>80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Lutjanus_bohar,Actinopterygii,Lutjanidae,Lutjanus,bohar,https://www.fishbase.us/summary/Lutjanus-bohar.html,Red bass,Vivaneaux chien rouge,>80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Lutjanus_fulviflamma,Actinopterygii,Lutjanidae,Lutjanus,fulviflamma,https://www.fishbase.us/summary/Lutjanus-fulviflamma.html,Blackspot snapper,Vivaneau gibelot,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,both_diurnal_and_nocturnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Lutjanus_fulvus,Actinopterygii,Lutjanidae,Lutjanus,fulvus,https://www.fishbase.us/summary/Lutjanus-fulvus.html,Blacktail snapper,Vivaneau queue noire,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,both_diurnal_and_nocturnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Lutjanus_gibbus,Actinopterygii,Lutjanidae,Lutjanus,gibbus,https://www.fishbase.us/summary/Lutjanus-gibbus.html,Humpback snapper,Vivaneaux pagaie,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,both_diurnal_and_nocturnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Lutjanus_kasmira,Actinopterygii,Lutjanidae,Lutjanus,kasmira,https://www.fishbase.us/summary/Lutjanus-kasmira.html,Common bluestripe snapper,,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,>50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Lutjanus_lutjanus,Actinopterygii,Lutjanidae,Lutjanus,lutjanus,https://www.fishbase.us/summary/Lutjanus-lutjanus.html,Bigeye snapper,Vivaneau gros yeux,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,>50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Lutjanus_malabaricus,Actinopterygii,Lutjanidae,Lutjanus,malabaricus,https://www.fishbase.us/summary/Lutjanus-malabaricus.html,Malabar snapper,Vivaneau malabar,>80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Lutjanus_monostigma,Actinopterygii,Lutjanidae,Lutjanus,monostigma,https://www.fishbase.us/summary/Lutjanus-monostigma.html,Onespot snapper,,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Lutjanus_notatus,Actinopterygii,Lutjanidae,Lutjanus,notatus,https://www.fishbase.us/summary/Lutjanus-notatus.html,Bluestriped snapper,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Lutjanus_rivulatus,Actinopterygii,Lutjanidae,Lutjanus,rivulatus,https://www.fishbase.us/summary/Lutjanus-rivulatus.html,Blubberlip snapper,Perche maori,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Lutjanus_russellii,Actinopterygii,Lutjanidae,Lutjanus,russellii,https://www.fishbase.us/summary/Lutjanus-russellii.html,Russell's snapper,Hublot,,NA,,NA,,NA,,NA,,NA,,NA
Lutjanus_sebae,Actinopterygii,Lutjanidae,Lutjanus,sebae,https://www.fishbase.us/summary/Lutjanus-sebae.html,Red emperor,Vivaneau bourgeois,>80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Luzonichthys_sp.,Actinopterygii,Serranidae,Luzonichthys,sp.,NA,NA,,,NA,,NA,,NA,,NA,,NA,,NA
Macolor_niger,Actinopterygii,Lutjanidae,Macolor,niger,https://www.fishbase.us/summary/Macolor-niger.html,Black and white snapper,Diable,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,both_diurnal_and_nocturnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Macropharyngodon_bipartitus,Actinopterygii,Labridae,Macropharyngodon,bipartitus,https://www.fishbase.us/summary/Macropharyngodon-bipartitus.html,Vermiculate wrasse,Girelle diamant,7.1-15cm,Fishbase,mobile_within_a_reef,Fishbase,diurnal,as other sp in genus,pairing,Fishbase,benthic,Fishbase,invertivorous-targeting-mobile-invertebrate,Fishbase
Macropharyngodon_cyanoguttatus,Actinopterygii,Labridae,Macropharyngodon,cyanoguttatus,https://www.fishbase.us/summary/Macropharyngodon-cyanoguttatus.html,Bluespotted wrasse,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Mahidolia_mystacina,Actinopterygii,Gobiidae,Mahidolia,mystacina,https://www.fishbase.us/summary/Mahidolia-mystacina.html,Smiling goby,gobie a drapeau,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,omnivorous,https://doi.org/10.1098/rspb.2021.1712
Makaira_mazara,Actinopterygii,Istiophoridae,Makaira,mazara,https://www.fishbase.us/summary/Makaira-mazara.html,Blue marlin,Empereur,,NA,,NA,,NA,,NA,,NA,,NA
Malacanthus_brevirostris,Actinopterygii,Malacanthidae,Malacanthus,brevirostris,https://www.fishbase.us/summary/Malacanthus-brevirostris.html,Flagtail blanquillo,Matajuel nez-court,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,pairing,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Malacanthus_latovittatus,Actinopterygii,Malacanthidae,Malacanthus,latovittatus,https://www.fishbase.us/summary/Malacanthus-latovittatus.html,Blue blanquillo,Matajuel bleu,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,pairing,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Meadia_abyssalis,Actinopterygii,Synaphobranchidae,Meadia,abyssalis,https://www.fishbase.us/summary/Meadia-abyssalis.html,Abyssal cutthroat eel,,,NA,,NA,,NA,,NA,,NA,,NA
Meganthias_natalensis,Actinopterygii,Serranidae,Meganthias,natalensis,https://www.fishbase.us/summary/Meganthias-natalensis.html,Gorgeous swallowtail,,,NA,,NA,,NA,,NA,,NA,,NA
Meiacanthus_mossambicus,Actinopterygii,Blenniidae,Meiacanthus,mossambicus,https://www.fishbase.us/summary/Meiacanthus-mossambicus.html,Mozambique fangblenny,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
